School Name,Address,Telephone,long,lat
Grace Christian Academy,"4717 State Hwy 53 N., Upper Sandusky, 43351",4192942077,-83.2729488,40.9235073
Hamilton Christian School,"40 Wrenwood Drive, Hamilton, 45013",5138636705,-84.6010001,39.4079836
Harrisville Township Christian Academy,"8334 Harris Road, Lodi, 44254",3309482927,-81.9916373,41.0457705
Harvest Academy,"769 Johnson Road, Wadsworth, 44281",3303360804,-81.716537,41.0074453
Heart of Christ Christian Education Institute,"334 Rowan Drive, Berea, 44017",4402432011,-81.8691951,41.3808387
"Hillendale School, The","2309 Reimer Road, Wadsworth, 44281",3303359126,-81.7706913,41.0553167
Hilltop Christian Academy,"524 Hilltop Drive, Bellefontaine, 43311",9375991142,-83.74035390000002,40.3685324
"Integrity Christian School, Inc.","310 Everett Avenue, Newark, 43055",7403492711,-82.3881971,40.0637802
Lake Erie Christian School,"3009 Hillcrest Avenue, Cleveland, 44109",2167419862,-81.703655,41.4302158
Legacy Christian Academy,"6948 Road 10, Leipsic, 45856",4199432707,-84.0541989,41.0802047
Legacy Preparatory Christian School,"2445 South Arlington Road, Akron, 44319",3306441400,-81.4913261,41.0048227
Light of Christ School ,"10660 Hawke Road, Columbia Station, 44028",4402016081,-81.9723595,41.332864
Meyer School,"10186 Donald Road, Georgetown, 45121",9375154734,-83.781795,38.9182368
Miamisburg Christian Academy,"8500 S. Union Road, Miamisburg, 45342",9378666226,-84.3077689,39.6214802
Padre Pio Academy,"1375 West Clifton Avenue, Lakewood, 44107",2162264854,-81.8223508,41.48473140000001
Sacred Heart of Jesus Middle and High School,"14660 Alexander Road, Walton Hills, 44146",4402326909,-81.5792132,41.3576864
Saint Phoebes' Academy,"445 South Vine Street, Marion, 43302",7402624309,-83.1243748,40.5817092
Salem Wesleyan Academy,"1095 Newgarden Avenue, Salem, 44460",3303324819,-80.8621289,40.8954536
Salve Regina Academy,"2340 Salvatore Place, Hamilton, 45013",5133300510,-84.63705999999999,39.3969168
Scholi Petra Catholic School,"171 Townes End Drive, Wadsworth, 44281",3303354701,-81.6943424,41.0639402
Sugar Creek Christian Academy,"4824 State Route, Ironton, 45638",7405332215,-82.6829406,38.5367471
Temple Christian Academy,"1150 State County Road 198, Fremont, 43420",4193327623,-83.0652248,41.4122152
Trivium School,"9115 Dolphin Street S.W., Bolivar, 44612",3307560162,-81.5326221,40.6506906
Uniontown Christian Academy,"2989 Meadowland Drive, Uniontown, 44685",3306996223,-81.4151277,40.9894265
Woodland Creek Christian Academy,"3685 Cinnamon Way, Westlake, 44145",4406860051,-81.90993259999999,41.4376772
Zanesville Christian School,"2400 Chandlersville Road, Zanesville, 43701",7404542509,-81.971527,39.9268077
Areopagus Christian Academy,"5005 Dolloff Road, Cleveland, 44127",2164413761,-81.65630949999999,41.470576
Augustine Academy,"400 E. College Street, Oberlin, 44074",4407753777,-82.20277779999999,41.2917723
Bellbrook Christian Academy,"4067 Shadowleaf Drive, Bellbrook, 45305",9376049525,-84.09218930000002,39.6413361
Bradner Christian Academy,"222 East Parklane Avenue, Bradner, 43406",4192880135,-83.4420529,41.3255804
Brownhelm Christian Academy,"49029 Stick Road, Amherst, 44001",4409852027,-82.2716964,41.35745439999999
Burton Christian School,"13155 Longwood Avenue, Burton, 44021",4408349325,-81.1681822,41.4730308
Calvary Free Will Baptist Academy,"3969 State Route 132, Batavia, 45103",5137359088,-84.196947,39.056406
Central Baptist Academy,"1955 Frank Road, Columbus, 43223",6142793115,-83.05463759999999,39.919334
Christian Heritage,"2730 Farmers Road, Wilmington, 45177",9376852027,-83.7786859,39.372497
Cleveland Christian Academy,"3800 Bridge Avenue, Cleveland, 44113",2162817050,-81.7126246,41.4827534
Covenant Heritage Academy,"2918 Innisbrook Drive, Findlay, 45840",4194290388,-83.6764374,41.07499430000001
"Cox ""08"" Christian School","4314 Brownway Avenue, Cincinnati, 45209",5132458128,-84.4307446,39.1547979
Crosswoods Christian Academy,"5679 Tarlton Road, Circleville, 43113",7404743500,-82.9274662,39.5642202
Eastwicke Academy,"4440 Eastwicke Blvd., Stow, 44224",3306782418,-81.3992849,41.1777713
"Edgerton School, The","2447 Edgerton Road, University Heights, 44118",2169321329,-81.54456909999999,41.4927807
Enterprise Christian Academy,"5022 Bridge Avenue, Cleveland, 44102",3308021690,-81.72215949999999,41.4809193
Faith Academy of Olmsted Falls,"26922 Heatherwood Circle, Olmstead Falls, 44138",4404278096,-81.92567,41.3846242
Faith Christian Academy ,"406 E. Perkins Avenue, Sandusky, 44870",4196215595,-82.6931694,41.432739
Faville Christian Academy,"13162 Mahan Road, Saint Paris, 43072",9376635522,-84.007212,40.166931
Five Stones Christian Academy,"134 Middle Street, Wellington, 44090",4406471908,-82.2233309,41.1703735
Fountain Academy,"7735 Erie Street, Sylvania, 43635",4195085457,-83.7222977,41.7182388
Freedom Academy,"3154 Duvall Road, Lockbourne, 43137",7402482902,-82.95566459999999,39.7722842
Freedom Christian Academy,"117 Ross Avenue, Hamilton, 45013",5137379384,-84.5685556,39.4017921
Freedom Christian Academy,"1067 US Route 68 South, Xenia, 45385",9373729399,-83.9065105,39.6510583
Freedom Christian Academy,"7308 Upper Clarenton Drive, New Albany, 44047",7405046786,-82.79607589999999,40.10908879999999
Grace Baptist School ,"3744 State Route 37 W., Delaware, 43015",7403693813,-83.1376765,40.3220062
Grace Community School,"340 Lake Street, Delaware, 43015",7403635800,-83.0562301,40.3080189
Greenfield Christian School,"910 South Street, Greenfield, 45123",7402533045,-83.3943165,39.34663159999999
Guilford Academy,"8650 Markley Drive, Wadsworth, 44281",3303368704,-81.8116973,41.0418163
Heartland School,"725 Lincoln Avenue, Troy, 45373",9373320041,-84.2111333,40.0332405
Hilltop Christian Academy,"8046 County Road 5, West Liberty, 43357",9374650185,-83.7352081,40.2817831
Integrity Christian Academy,"1954 Wise Road, North Canton, 44720",3308969115,-81.45961179999999,40.9438599
Jubilee Christian School,"10516 Frazeysburg Road, Dresden, 43821",7407543330,-82.01998,40.1068357
Kindlebrook Christian Academy,"5802 Cementary Road, Kingsville, 44048",4402242675,-80.6669811,41.8847108
KT School,"9094 Singing Hills Drive, Warren, 44484",3308564395,-80.72615069999999,41.24610200000001
Land of Green,"12863 Main Market, Garrettsville, 44231",4402793107,-81.02471919999999,41.3433113
LaValle School,"3200 Woodside Drive, Fairfield, 45014",5138745655,-84.51732229999999,39.3217924
Liberty Christian School,"8970 Kingsridge Drive, Dayton, 45458",9376097311,-84.2235194,39.629864
"Liberty Christian School of Stark County, Inc.","3839 Manchester Avenue S.W., Massillon, 44647",3308302444,-81.59551929999999,40.7550325
Life Classical Christian School,"532 Ringgold Street, Cincinnati, 45202",5137217944,-84.5050745,39.1151946
Mason Christian Academy,"3480 Lawrenceburg Road, Lot 6, North Bend, 45052",5135035047,-84.8048811,39.1587924
Mentor Heritage Christian Academy,"8250 Garfield Road, Mentor, 44060",4402550440,-81.3543042,41.6453569
Mesivta Of Toledo,"3853 Woodley Road, Toledo, 43606",4194755102,-83.6366267,41.6893523
New Life School of Excellence,"9005 E. Main Street, Reynoldsburg, 43068",6145018363,-82.75448659999999,39.955663
Oak Openings High School,"11965 Monclova Road, Swanton, 43558",4198253031,-83.8294353,41.5600356
Our Lady of the Rosary School,"143 Laquineo Street, Findlay, 45840",4192800350,-83.6479351,41.0524082
Pathway Christian Academy,"118 Sloboda Avenue, Mansfield, 44906",4197472839,-82.5969679,40.7565001
Peoples Baptist Academy,"223 Vanderbilt Road, Mansfield, 44907",4197569538,,
Pershing Christian Home School,"142 Pershing Avenue N.E., North Canton, 44720",3304971776,-81.3949049,40.876856
Pheasant Hill Academy,"7823 Pheasant Hill Drive, West Chester, 45069",5137775321,-84.43644669999999,39.3591602
Pinkston Acres Academy,"1562 Hanover Road, Delaware, 43015",7404173266,-83.0375222,40.3478788
Reid Academy,"966 East Avenue, Akron, 44307",2162204853,-81.54789099999999,41.0721481
Remnant Academy,"2105 Schappelle Lane, Cincinnati, 45240",5137937823,-84.558489,39.2829463
River of Light Academy,"13807 W. Lake Road, Vermilion, 44089",4409672022,-82.3845541,41.417766
Riverside Christian Academy,"193 S. Rocky River Drive, Berea, 44017",4402342427,-81.8530304,41.3609546
Ross County Christian Academy,"2215 Egypt Pike, Chillicothe, 45601",7407714532,-83.0262772,39.3753723
Simple Path Academy,"6930 Parma Park Blvd., Parma, 44130",4408848586,-81.77628829999999,41.37538360000001
Soaring Eagles Academy,"5255 Summerset Drive, Tipp City, 45371",9376844705,-84.12267159999999,39.885151
St. Elizabeth Ann Seton,"5583 Whispering Oak Blvd., Hilliard, 43026",6142197279,-83.160901,40.0076509
St. Peter Julian Eymard School,"10683 Lafayette Drive, Parma Heights, 44130",4408853087,-81.7611414,41.3804607
Teresa of Calcutta School,"86 Pocono Road, Columbus, 43235",6147861992,-83.0110222,40.1221058
Trinity Christian Academy,"3428 Hunter's Crossing Drive, Stow, 44224",3306779385,-81.4388858,41.1729114
Truth Christian School,"12457 N. Elyria Road, West Salem, 44287",4198534894,-82.107755,40.950457
Upper Room Academy,"266 Schell Road, Wilmington, 45177",9373832730,-83.93553469999999,39.52329539999999
Westside Christian Academy,"179 N. Huron Avenue, Columbus, 43204",6142787607,-83.0812871,39.9584586
AMBC Christian Academy,"2330 E. Market Street, Akron, 44312",3307332551,-81.4455543,41.0565483
Brookstone Christian School,"517 Brookstone Court, Copley, 44321",3306086185,-81.6683333,41.1206406
BSSB Academy,"4137 Branshaw Road N.W., Canton, 44718",3304911737,-81.4494855,40.8408604
Carrollton Free Academy,"290 4th Street NE, Carrollton, 44615",3304766053,-81.07979900000001,40.5746478
Central Christian Academy,"2104 W. 44th Street, Cleveland, 44113",2169616608,-81.7166627,41.4763801
Children's Planet,"10200 Hamilton Avenue, Cincinnati, 45231",5136815100,-84.5538316,39.25659150000001
"Cleaster Mims College Prep School, Inc.","7855 Dawn Road, Cincinnati, 45237",5137616609,-84.4614886,39.2068318
Collegiate Academy,"9856 McCallum Avenue, N.E., Alliance, 44601",3308213830,-81.1713261,40.91413259999999
Davis Family Academy,"3568 Millers Run Back Run Road, Lucasville, 45648",7408205768,-82.9304288,38.8954028
Discovery Montessori School,"663 Southampton Court, Copley, 44321",3308676222,-81.665672,41.119599
Eagles' View Academy,"39461 Evergreen Drive, Avon, 44011",4408973537,-82.0639308,41.4251911
"Faith Academy of Findlay, Inc.","701 Adams Street, Findlay, 45840",4194210590,-83.660364,41.039008
Freedom Christian Academy,"13758 Gilchrist Road, Mount Vernon, 43050",7403975137,-82.4080819,40.4326431
Freedom Christian School,"2628 Lenox New Lyme Road, Jefferson, 44047",2025364884,-80.76098499999999,41.679289
Garret Academy,"642 Wooster Road, North, Barberton, 44203",3307808875,-81.5946627,41.0246171
Hampshire Heights High School,"3428 Drummond, Toledo, 43606",4195363247,-83.614784,41.6831936
Heartland School,"25 N. 4th Street, Tipp City, 45371",9376671040,-84.1730635,39.9618462
Heritage Christian Academy,"4001 Rundell Drive, Dayton, 45415",9377714657,-84.2838586,39.8441423
Hillsboro Christian Academy,"8230 State Route U.S. 50 E., Hillsboro, 45133",9373938422,-83.5858999,39.2042212
Landmark Christian Academy,"912 Dayton Street, Chillicothe, 45601",7407022287,-82.9547978,39.3322151
McQuaid Christian Academy,"10249 W. Ridge Road, Elyria, 44035-6834",4403222024,-82.1523038,41.3407315
New Franklin Christian Academy,"16310 Lisbon Street S.E., Minerva, 44657",3308622491,-81.0948239,40.7978365
New Life Christian Academy,"104 W. Cole Road, Fremont, 43420",4193349809,-83.1206456,41.3213371
Northside Christian Academy,"4428 Ridge Road, Wadsworth, 44281",3303363979,-81.735107,41.1355484
Northwest Baptist Academy,"3906 W. Alexis Road, Toledo, 43623",4194758233,-83.6378773,41.72108730000001
Not So Lonesome School,"8041 Lonesome Road, Saint Paris, 43072",9376635635,-83.91107269999999,40.142584
Ray of Hope Academy,"142 Middle Street, Wellington, 44090",4409355442,-82.2233309,41.170686
Risingsun Community Christian School,"238 State Route 23, Risingsun, 43457",4194573325,-83.4194156,41.2674478
Solid Rock Christian Academy,"322 Walnut Street, Port William, 45164",9374861340,-83.7840342,39.5520789
Sovereign Grace Christian Academy,"1101 Wellfleet Drive, Grafton, 44044",4409267035,-82.061037,41.28728290000001
"Star in the East Messianic, The","2686 Easton Street N.E., Canton, 44721",3304917927,-81.3311475,40.8735528
St. Therese' Academy,"6637 West Sprague Road, North Royalton, 44133",4408424413,-81.73079419999999,41.3516754
Teleios Christian Academy,"723 E. Reno Drive, Louisville, 44641",3308751581,-81.2631861,40.85005510000001
Tree of Life Christian Academy,"5125 State Route 718, Troy, 45373",9376762100,-84.2993407,40.04020999999999
Vision Baptist Christian School,"640 Brown Road, Jackson, 45640",7402863589,-82.55996309999999,39.0744956
Wilmington Christian Academy,"2193 State Route 73 West, Wilmington, 45177",9373831319,-83.863385,39.4563022
