Competition,District Name,District IRN,Building Name,Building IRN,Building Adress,School Type,long,lat
,Fostoria City,043992,Riley Elementary School,031757,"1324 Walnut St Fostoria, OH   44830-1970","P,4-5",-83.4170255,41.173498
,Akron City,043489,Rimer Elementary School,031773,"2370 Manchester Rd Akron, OH   44314-3614",K-5,-81.545907,41.0333876
,Gallipolis City,044032,Rio Grande Elementary School,031781,"PO Box 197 Rio Grande, OH   45674-0197",K-6,-82.3763778,38.8834518
,Ripley-Union-Lewis-Huntington Local,046078,Ripley-Union-Lewis-Huntington High School,031815,"1317 S 2nd St Ripley, OH   45167-8993","9-12,PS,SN",-83.83255249999999,38.7239535
,Rittman Exempted Village,045591,Rittman High School,031831,"100 Saurer St Rittman, OH   44270-1259",8-12,-81.798006,40.97582999999999
,Akron City,043489,Ritzman Elementary School,031849,"629 Canton Rd Akron, OH   44312-2525",K-5,-81.4357466,41.0471688
,Switzerland of Ohio Local,048652,River High School,031856,"PO Box 37 Hannibal, OH   43931-0037",9-12,-80.87167889999999,39.6637014
,River Valley Local,048447,River Valley High School,031872,"4280 Marion Mount Gilead Rd Caledonia, OH   43314-9456",9-12,-83.0138132,40.5847295
,River View Local,046482,River View High School,031880,"26496 State Route 60 Warsaw, OH   43844-9714",9-12,-81.9587662,40.3394252
,Riverdale Local,047514,Riverdale High School,031898,"20613 State Route 37 Mt Blanchard, OH   45867-9783",9-12,-83.517614,40.8689729
,Berea City,043612,Riveredge Elementary School,031906,"224 Emerson Ave Berea, OH   44017-1170",K-5,-81.86102319999999,41.38689249999999
,Riverside Local,048090,Riverside Elementary School,031914,"2096 County Road 24 S De Graff, OH   43318-9406",K-6,-83.9232359,40.3154382
,Toledo City,044909,Riverside Elementary School,031955,"1111 E Manhattan Blvd Toledo, OH   43608-1447",K-6,-83.5225959,41.6877839
,Cleveland Municipal,043786,Riverside School,031963,"14601 Montrose Ave Cleveland, OH   44111-1322",K-8,-81.796911,41.4642914
,Riverside Local,047894,Riverside Jr/Sr High School,031989,"585 Riverside Dr Painesville, OH   44077-5323","8-12,SN",-81.2174582,41.7138467
,Riverside Local,048090,Riverside High School,031997,"2096 County Road 24 S De Graff, OH   43318-9406",7-12,-83.9232359,40.3154382
,Stow-Munroe Falls City,044834,Riverview Elementary School,032011,"240 N River Rd Munroe Falls, OH   44262-1312",K-4,-81.4323424,41.1458536
,Cleveland Municipal,043786,Robert Fulton School,032052,"3291 E 140th St Cleveland, OH   44120-4001",K-8,-81.58419049999999,41.4700205
,Cleveland Municipal,043786,Robert H Jamison School,032060,"13905 Harvard Ave Cleveland, OH   44105-4735","P,K-8",-81.58526040000001,41.4495498
,Grandview Heights City,044073,Robert Louis Stevenson Elementary School,032078,"1065 Oxley Rd Columbus, OH   43212-3519",K-3,-83.0352146,39.9804252
,Cincinnati City,043752,Roberts Academy:  A Paideia Learning Community,032086,"1702 Grand Ave Cincinnati, OH   45214-1502","P,K-8",-84.5587439,39.1165133
,Toledo City,044909,Robinson Middle School,032102,"1075 Horace St Toledo, OH   43606-4859",6-8,-83.56796810000002,41.6614037
,Akron City,043489,Robinson Community Learning Center,032110,"1156 4th Ave Akron, OH   44306-1655",K-5,-81.48740099999999,41.0619408
,Cleveland Municipal,043786,Robinson G Jones Elementary School,032128,"4550 W 150th St Cleveland, OH   44135-3460","P,K-8",-81.80177499999999,41.4300569
,Boardman Local,048306,Robinwood Lane Elementary School,032136,"835 Indianola Rd Youngstown, OH   44512-1704",K-4,-80.63927300000002,41.04445399999999
,Jefferson Area Local,045872,Rock Creek Elementary School,032144,"3134 N Main St Rock Creek, OH   44084-9428",K-6,-80.856903,41.664708
,Cincinnati City,043752,Rockdale Academy Elementary School,032177,"335 Rockdale Ave Cincinnati, OH   45229-2421","P,K-8",-84.50100619999999,39.1447988
,Clark-Shawnee Local,046284,Rockway Elementary School,032201,"3500 W National Rd Springfield, OH   45504-3636",1-8,-83.8752568,39.9269075
,Benton Carroll Salem Local,048926,Rocky Ridge Elementary School,032227,"1098 N West St Rocky Ridge, OH   43458",K-5,-83.2151812,41.5323748
,Rocky River City,044701,Rocky River Middle School,032235,"1631 Lakeview Ave Rocky River, OH   44116-2408",6-8,-81.8427818,41.4761973
,Rocky River City,044701,Rocky River High School,032243,"20951 Detroit Rd Rocky River, OH   44116-2431",9-12,-81.85140779999999,41.47281900000001
,Berea City,043612,Frederick Roehm Middle School,032250,"7220 Pleasant Ave Berea, OH   44017-2053",6-8,-81.841486,41.3709237
,Beaver Local,046425,Rogers Elementary School,032268,"15482 State Route 170 East Liverpool, OH   43920-9734",K-4,-80.57478739999999,40.6750619
,Toledo City,044909,Rogers High School,032276,"222 McTigue Dr Toledo, OH   43615-5164",9-12,-83.67423579999999,41.6413851
,Euclid City,043950,Roosevelt Elementary School,032326,"551 E 200th St Euclid, OH   44119-1567",K-5,-81.5384772,41.5912373
,Elyria City Schools,043943,Roosevelt Elementary School,032334,"121 W River Rd N Elyria, OH   44035-5337",1-6,-82.1171471,41.3635899
,Lakewood City,044198,Roosevelt Elementary School,032359,"14237 Athens Ave Lakewood, OH   44107-6025",K-5,-81.7936596,41.4735227
,Hubbard Exempted Village,045427,Roosevelt Elementary School,032391,"110 Orchard Ave Hubbard, OH   44425-1724",K-4,-80.5715331,41.1581321
,Steubenville City,044826,East Garfield Elementary School,032433,"936 N 5th St Steubenville, OH   43952-1812","K,1-5,SN",-80.6102287,40.3716617
,Springfield Local,050062,Roosevelt Elementary School,032482,"3110 Farmdale Rd Akron, OH   44312-3523",K-3,-81.4142476,41.0346033
,McDonald Local,050229,Roosevelt Elementary School,032490,"410 W 7th St Mc Donald, OH   44437-1606",K-6,-80.7307098,41.1605185
,Kent City,044164,Theodore Roosevelt High School,032508,"1400 N Mantua St Kent, OH   44240-2334",9-12,-81.3592766,41.1696752
,Springfield City,044818,Roosevelt Middle School,032540,"721 E Home Rd Springfield, OH   45503-2714",6-8,-83.7941013,39.9501317
,Zanesville City,045179,Roosevelt Middle School,032581,"1429 Blue Ave Zanesville, OH   43701-2405",6-8,-82.01866,39.9576991
,Rootstown Local,049213,Rootstown Elementary School,032599,"4140 State Route 44 Rootstown, OH   44272-9697",K-5,-81.24138529999999,41.1035242
,Rootstown Local,049213,Rootstown/Ward Davis Bldg High School,032607,"4140 State Route 44 Rootstown, OH   44272-9697",9-12,-81.24138529999999,41.1035242
,Rootstown Local,049213,Rootstown/Mabel Schnee Bldg Middle School,032615,"4140 State Route 44 Rootstown, OH   44272-9697",6-8,-81.24138529999999,41.1035242
,Washington Court House City,045013,Rose Avenue Elementary School,032623,"412 Rose Ave Washington Court Hou, OH   43160-1408",1-5,-83.443804,39.5451894
,Reynoldsburg City,047001,Rose Hill Elementary School,032631,"760 Rosehill Rd Reynoldsburg, OH   43068-1700",K-4,-82.816024,39.9655968
,Middletown City,044404,Miller Ridge Elementary School,032664,"4704 Miller Road Middletown, OH   45042",K-5,-84.3405743,39.5380117
,Cincinnati City,043752,Roselawn Condon Elementary School,032680,"7735 Greenland Pl Cincinnati, OH   45237-1947","P,K-8",-84.4608265,39.2034793
,Whitehall City,045070,Rosemore Middle School,032698,"4735 Kae Ave Whitehall, OH   43213-3159",6-8,-82.8722143,39.9612788
,Clay Local,049601,Rosemount Elementary School,032706,"4484 Rose Valley Rd Portsmouth, OH   45662-6553",K-3,-82.971717,38.786143
,Franklin Local,048843,Roseville Elementary School,032714,"PO Box 96 Roseville, OH   43777-0096",K-3,-82.07125219999999,39.8072903
,Ross Local,046144,Ross Middle School,032748,"3425 Hamilton Cleves Rd Hamilton, OH   45013-9505",5-8,-84.6330448,39.33274189999999
,Ross Local,046144,Ross High School,032755,"3601 Hamilton Cleves Rd Hamilton, OH   45013-9505",9-12,-84.63507369999999,39.330004
,Rossford Exempted Village,045609,Rossford High School,032763,"701 Superior St Rossford, OH   43460-1250",9-12,-83.5588963,41.60897
,Cincinnati City,043752,Rothenberg Preparatory Academy,032797,"2120 Vine St Cincinnati, OH   45202-4928","P,K-8",-84.51622019999999,39.1200188
,Upper Scioto Valley Local,047522,Upper Scioto Valley Elementary School,032805,"510 S Courtright St McGuffey, OH   45859-0999",K-5,-83.7882845,40.6914057
,Conneaut Area City,043810,Conneaut Middle School,032813,"230 Gateway Avenue Conneaut, OH   44030",6-8,-80.5569524,41.92629489999999
,South Euclid-Lyndhurst City,044792,Rowland Elementary School,032821,"4300 Bayard Rd South Euclid, OH   44121-3124","K-3,P",-81.52625019999999,41.50929740000001
,Cleveland Heights-University Heights City,043794,Roxboro Elementary School,032839,"2405 Roxboro Rd Cleveland Heights, OH   44106-3623",K-5,-81.5889255,41.4937243
,Cleveland Heights-University Heights City,043794,Roxboro Middle School,032847,"2400 Roxboro Rd Cleveland Heights, OH   44106-3624",6-8,-81.59012919999999,41.49361280000001
,Solon City,046607,Grace L Roxbury Elementary School,032854,"6795 Solon Blvd Solon, OH   44139-4128","K,1-4,UNG",-81.4425521,41.3739369
,Gahanna-Jefferson City,046961,Royal Manor Elementary School,032862,"299 Empire Dr Gahanna, OH   43230-2411",K-5,-82.89727979999999,40.0266182
,North Royalton City,044545,Royal View Elementary School,032888,"13220 Ridge Rd North Royalton, OH   44133-3837",1-4,-81.7377731,41.3188199
,Willoughby-Eastlake City,045104,Royalview Elementary School,032904,"31500 Royalview Dr Willowick, OH   44095-4256",K-5,-81.4613708,41.63133029999999
,East Cleveland City School District,043901,Mayfair Elementary School,032912,"13916 Mayfair Ave East Cleveland, OH   44112-3713",K-6,-81.5852429,41.5338441
,Otsego Local,050724,Otsego Junior High,032920,"PO Box 290 Tontogany, OH   43565-0290",7-8,-83.7388393,41.4164032
,Clay Local,049601,Rubyville Elementary School,032938,"3019 Maple Benner Rd Portsmouth, OH   45662-8837",4-6,-82.9378297,38.8207081
,Huber Heights City,048751,Rushmore Elementary School,032961,"7701 Berchman Dr Huber Heights, OH   45424-2112",K-5,-84.1252902,39.8656852
,Fairfield Union Local,046870,Rushville Middle School,032995,"8155 Rushville Rd NE Rushville, OH   43150-9716",5-6,-82.43771699999999,39.76268100000001
,West Carrollton City,045054,Harry Russell Elementary School,033027,"123 Elementary Dr West Carrollton, OH   45449-1701",1-5,-84.24813379999999,39.6667036
,Russia Local,049817,Russia Elementary School,033043,"PO Box 8 Russia, OH   45363-0008",K-6,-84.409394,40.2344926
,Russia Local,049817,Russia High School,033050,"PO Box 8 Russia, OH   45363-0008",7-12,-84.409394,40.2344926
,Delaware City,043877,Rutherford B Hayes High School,033084,"289 Euclid Ave Delaware, OH   43015-1272",9-12,-83.07992510000001,40.3105448
,Firelands Local,048157,South Amherst Middle School,033126,"152 W Main St South Amherst, OH   44001-2924",5-8,-82.2446634,41.3583959
,Cincinnati City,043752,South Avondale Elementary School,033134,"636 Prospect Pl Cincinnati, OH   45229-2916","P,K-8",-84.4925686,39.1439059
,Upper Sandusky Exempted Village,045625,South Elementary School,033167,"444 S 8th St Upper Sandusky, OH   43351-1506",K-5,-83.2851335,40.82175549999999
,South-Western City,044800,James A Harmon Elementary School,033191,"2090 Frank Rd Columbus, OH   43223-3735",K-4,-83.05756790000001,39.9210097
,Coshocton City,043828,South Lawn Elementary School,033209,"753 S Lawn Ave Coshocton, OH   43812-2549",K-6,-81.8617489,40.2660787
,Kings Local,050435,South Lebanon Elementary School,033217,"50 Ridgeview Ln Maineville, OH   45039-8021",K-4,-84.2204694,39.3530654
,Clyde-Green Springs Exempted Village,045302,South Main Elementary School,033241,"821 S Main St Clyde, OH   43410-2035",K-4,-82.97594529999999,41.297706
,Columbus City,043802,South Mifflin Elementary School,033258,"2365 Middlehurst Dr Columbus, OH   43219-1303","K-6,P",-82.944701,40.004844
,South Point Local,047951,South Point Elementary School,033274,"501 Washington St South Point, OH   45680-9661",K-5,-82.5797853,38.4243197
,South Point Local,047951,South Point High School,033282,"983 County Road 60 South Point, OH   45680-7465",9-12,-82.5791612,38.4387728
,South Point Local,047951,South Point Middle School,033290,"983 County Road 60 South Point, OH   45680-7465",6-8,-82.5791612,38.4387728
,Columbiana Exempted Village,045328,South Side Middle School,033340,"720 Columbiana Waterford Rd Columbiana, OH   44408-9499",4-8,-80.680978,40.882151
,East Clinton Local,046409,Sabina Elementary School,033399,"246 W Washington St Sabina, OH   45169-1031",K-5,-83.64157639999999,39.4861917
,Salem City,044735,Salem Junior High School,033431,"1200 E 6th St Salem, OH   44460-1757",7-8,-80.8451309,40.9073652
,Columbus City,043802,Salem Elementary School,033464,"1040 Garvey Rd Columbus, OH   43229-4131",K-5,-82.9902515,40.0791711
,Salem City,044735,Salem High School,033472,"1200 E 6th St Salem, OH   44460-1757",9-12,-80.8451309,40.9073652
,Fort Frye Local,050484,Salem-Liberty Elementary School,033480,"10930 State Route 821 Lower Salem, OH   45745-8830",K-6,-81.4064274,39.5618571
,Southern Local,046441,Southern Local Elementary School,033498,"38095E State Route 39 Salineville, OH   43945-1084",K-6,-80.7821136,40.6364969
,Logan Elm Local,049080,Saltcreek Elementary School,033514,"13190 State Route 56 Kingston, OH   45644-9616",K-6,-82.7859864,39.5143182
,Lancaster City,044206,Sanderson Elementary School,033522,"1450 Marietta Rd NE Lancaster, OH   43130-8734",K-5,-82.55214389999999,39.7228818
,Cincinnati City,043752,Sands Montessori Elementary School,033530,"6421 Corbly Rd Cincinnati, OH   45230-1437","K-6,P",-84.37932400000001,39.092573
,Chagrin Falls Exempted Village,045286,Chagrin Falls Intermediate Elementary School,033548,"77 E Washington St Chagrin Falls, OH   44022-3001",4-6,-81.3884849,41.4309112
,Sandusky City,044743,Sandusky High School,033555,"2130 Hayes Ave Sandusky, OH   44870-4740",9-12,-82.7126261,41.4345798
,Sandy Valley Local,049940,Sandy Valley High School,033563,"5362 State Route 183 NE Magnolia, OH   44643-8481",9-12,-81.34942530000001,40.637909
,Barberton City,043539,Santrock Elementary School,033589,"88 19th St NW Barberton, OH   44203-7120",K-5,-81.6259,41.012652
,Eastern Local,046037,Sardinia Elementary School,033605,"PO Box 67 Sardinia, OH   45171-0067",K-6,-83.8085377,39.0078448
,Switzerland of Ohio Local,048652,Sardis Elementary School,033613,"PO Box 305 Sardis, OH   43946-0305",K-8,-80.9126022,39.6228541
,Jackson Local,049858,Sauder Elementary School,033621,"7503 Mudbrook Rd NW Massillon, OH   44646-1108",K-5,-81.4899665,40.86870529999999
,Crestview Local,049429,Crestview Elementary School,033639,"1575 State Route 96 Ashland, OH   44805-9262",K-3,-82.4572733,40.8907113
,Mad River Local,048702,Saville Elementary School,033647,"5800 Burkhardt Rd Dayton, OH   45431-2932",K-4,-84.1033613,39.7576455
,Ashtabula Area City,043513,Saybrook Elementary School,033670,"7911 Depot Rd Ashtabula, OH   44004-9487",K-6,-80.8718085,41.8258954
,Cincinnati City,043752,Sayler Park Elementary School,033688,"6700 Home City Ave Cincinnati, OH   45233-1119","P,K-8",-84.69035819999999,39.1160976
,Springfield City,044818,Schaefer Middle School,033704,"147 S Fostoria Ave Springfield, OH   45505-1406",6-8,-83.7654254,39.9207128
,Cincinnati City,043752,Schiel Prim Schl Arts Enrchmnt Elementary School,033712,"2821 Vine St Cincinnati, OH   45219-2063",K-3,-84.5097536,39.132304
,Springfield Local,050062,Schrop Intermediate School,033738,"2215 Pickle Rd Akron, OH   44312-4223",4-6,-81.472332,41.0038233
,Akron City,043489,Schumacher Academy Elementary School,033746,"1031 Greenwood Ave Akron, OH   44320-2703",K-5,-81.565102,41.078846
,Harrison Hills City,045245,Harrison Junior High School,033787,"322 W Main St Scio, OH   43988-9781",6-8,-81.0869735,40.4002228
,Teays Valley Local,049098,Scioto Elementary School,033811,"20 W Scioto St Commercial Point, OH   43116-9712",K-5,-83.06290010000001,39.7696924
,Buckeye United School District,060988,William K Willis (Sjcf),033845,"5993 Home Rd Delaware, OH   43015-9478",7-12,-83.1435765,40.1962705
,Columbus City,043802,Scottwood Elementary School,033894,"3392 Scottwood Rd Columbus, OH   43227-3564","K-5,P",-82.90434839999999,39.940542
,Cleveland Municipal,043786,Scranton School,033902,"1991 Barber Ave Cleveland, OH   44113-5135",K-8,-81.6962083,41.47489840000001
,Weathersfield Local,050252,Seaborn Elementary School,033928,"3800 Niles Carver Rd Mineral Ridge, OH   44440-9590",K-4,-80.756058,41.139276
,Adams County/Ohio Valley Local,061903,North Adams Elementary School,033936,"355 Broadway St Seaman, OH   45679-9568","K-6,P",-83.572126,38.93654799999999
,Adams County/Ohio Valley Local,061903,North Adams High School,033944,"96 Green Devil Dr Seaman, OH   45679-9016",7-12,-83.5881046,38.9415805
,Akron City,043489,Seiberling Elementary School,033977,"400 Brittain Rd Akron, OH   44305-2903",K-5,-81.46855599999999,41.0740153
,Madeira City,044289,Madeira Middle School,033985,"6612 Miami Ave Madeira, OH   45243-3143",5-8,-84.36306619999999,39.1841456
,Cloverleaf Local,048488,Seville Elementary School,034041,"24 E Main St Seville, OH   44273-9196",3-4,-81.8604261,41.009643
,Columbus City,043802,Shady Lane Elementary School,034082,"1444 Shady Lane Rd Columbus, OH   43227-2110",K-5,-82.87028769999999,39.945877
,Shadyside Local,046003,Shadyside High School,034090,"3890 Lincoln Ave Shadyside, OH   43947-1319",7-12,-80.7461254,39.9712284
,Shaker Heights City,044750,Shaker Hts High School,034108,"15911 Aldersyde Dr Shaker Heights, OH   44120-2505",9-12,-81.5693493,41.4738601
,Highland Local,048496,Sharon Elementary School,034132,"PO Box 179 Sharon Center, OH   44274-0179",K-5,-81.7335741,41.0957967
,Princeton City,044677,Sharonville Elementary School,034157,"11150 Maple St Cincinnati, OH   45241-2623","K-5,P",-84.4071714,39.2712481
,Norwood City,044578,Sharpsburg Elementary School,034173,"4400 Smith Rd Norwood, OH   45212-3346",K-6,-84.4484011,39.1567793
,Beavercreek City,047241,Shaw Elementary School,034181,"3560 Kemp Rd Beavercreek, OH   45431-2532",K-5,-84.06371419999999,39.7580087
,East Cleveland City School District,043901,Shaw High School,034199,"15320 Euclid Ave East Cleveland, OH   44112-2806",9-12,-81.573824,41.536908
,Shawnee Local,045799,Shawnee Middle School,034215,"3235 Zurmehly Rd Lima, OH   45806-1434",5-8,-84.164934,40.691443
,Xenia Community City,045153,Shawnee Elementary School,034249,"92 E Ankeney Mill Rd Xenia, OH   45385-1818",K-5,-83.93015930000001,39.69622380000001
,Clark-Shawnee Local,046284,Shawnee High School,034256,"1675 E Possum Rd Springfield, OH   45502-7947",9-12,-83.7811522,39.8700889
